"ID","Task","Session","N.Sessions","Counterbalance","Block","Trial","Item","Stimulus.1","Stimulus.2","Type","Response"
"TIMETIME.026","PR",1,2,"NW","Word",2,"Liquid","E16L_W_equivalent_W_A_70","E16L_W_equivalent_W_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",3,"Nasal","E21N_W_enlightenment_W_A_70","E21N_W_enlightenment_W_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",4,"Liquid","E07L_W_binoculars_W_A_70","E07L_W_binoculars_W_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",5,"Nasal","E15N_W_disfigurement_NW_A_70","E15N_W_disfigurement_NW_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",6,"Filler","F08_W_bilingualism_A_70","F08_W_bilingualism_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",7,"Nasal","E03N_W_accompaniment_W_A_70","E03N_W_accompaniment_W_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",8,"Filler","F31_W_obstinacy_R_70","F31_W_obstinacy_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",9,"Nasal","E30N_W_vindictiveness_NW_A_70","E30N_W_vindictiveness_NW_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",10,"Nasal","E24N_W_monogamy_W_R_70","E24N_W_monogamy_W_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",11,"Filler","F16_W_domesticity_A_70","F16_W_domesticity_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",12,"Liquid","E28L_W_recovery_W_A_70","E28L_W_recovery_W_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",13,"Filler","F24_W_inarticulate_A_70","F24_W_inarticulate_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",14,"Liquid","E10L_W_considerate_NW_A_70","E10L_W_considerate_NW_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",15,"Liquid","E07L_W_binoculars_W_R_70","E07L_W_binoculars_W_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",16,"Liquid","E04L_W_apocalypse_NW_R_70","E04L_W_apocalypse_NW_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",17,"Filler","F12_W_confederate_A_70","F12_W_confederate_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",18,"Liquid","E22L_W_immobilise_W_R_70","E22L_W_immobilise_W_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",19,"Liquid","E10L_W_considerate_NW_R_70","E10L_W_considerate_NW_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",20,"Nasal","E06N_W_astronomer_W_A_70","E06N_W_astronomer_W_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",21,"Filler","F20_W_extravaganza_R_70","F20_W_extravaganza_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",22,"Filler","F08_W_bilingualism_R_70","F08_W_bilingualism_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",23,"Filler","F04_W_apprenticeship_A_70","F04_W_apprenticeship_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",24,"Filler","F40_W_unemployment_A_70","F40_W_unemployment_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",25,"Filler","F35_W_skullduggery_A_70","F35_W_skullduggery_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",26,"Nasal","E09N_W_conventional_NW_R_70","E09N_W_conventional_NW_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",27,"Filler","F24_W_inarticulate_R_70","F24_W_inarticulate_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",28,"Liquid","E01L_W_accelerate_W_A_70","E01L_W_accelerate_W_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",29,"Nasal","E12N_W_development_W_A_70","E12N_W_development_W_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",30,"Liquid","E16L_W_equivalent_W_R_70","E16L_W_equivalent_W_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",31,"Filler","F28_W_magnificent_A_70","F28_W_magnificent_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",32,"Nasal","E26N_W_receptionist_W_R_70","E26N_W_receptionist_W_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",33,"Nasal","E15N_W_disfigurement_NW_R_70","E15N_W_disfigurement_NW_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",34,"Filler","F40_W_unemployment_R_70","F40_W_unemployment_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",35,"Liquid","E19L_W_illiterate_W_R_70","E19L_W_illiterate_W_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",36,"Filler","F12_W_confederate_R_70","F12_W_confederate_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",37,"Nasal","E18N_W_educational_NW_A_70","E18N_W_educational_NW_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",38,"Liquid","E25L_W_molecular_W_A_70","E25L_W_molecular_W_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",39,"Nasal","E24N_W_monogamy_W_A_70","E24N_W_monogamy_W_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",40,"Liquid","E28L_W_recovery_W_R_70","E28L_W_recovery_W_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",41,"Nasal","E12N_W_development_W_R_70","E12N_W_development_W_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",42,"Filler","F20_W_extravaganza_A_70","F20_W_extravaganza_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",43,"Filler","F04_W_apprenticeship_R_70","F04_W_apprenticeship_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",44,"Liquid","E01L_W_accelerate_W_R_70","E01L_W_accelerate_W_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",45,"Liquid","E04L_W_apocalypse_NW_A_70","E04L_W_apocalypse_NW_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",46,"Liquid","E22L_W_immobilise_W_A_70","E22L_W_immobilise_W_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",47,"Nasal","E09N_W_conventional_NW_A_70","E09N_W_conventional_NW_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",48,"Liquid","E12L_W_curriculum_NW_A_70","E12L_W_curriculum_NW_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",49,"Liquid","E12L_W_curriculum_NW_R_70","E12L_W_curriculum_NW_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",50,"Filler","F28_W_magnificent_R_70","F28_W_magnificent_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",51,"Liquid","E25L_W_molecular_W_R_70","E25L_W_molecular_W_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",52,"Nasal","E18N_W_educational_NW_R_70","E18N_W_educational_NW_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",53,"Nasal","E03N_W_accompaniment_W_R_70","E03N_W_accompaniment_W_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",54,"Nasal","E21N_W_enlightenment_W_R_70","E21N_W_enlightenment_W_R_70","Replaced",7
"TIMETIME.026","PR",1,2,"NW","Word",55,"Filler","F35_W_skullduggery_R_70","F35_W_skullduggery_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",56,"Liquid","E19L_W_illiterate_W_A_70","E19L_W_illiterate_W_A_70","Added",8
"TIMETIME.026","PR",1,2,"NW","Word",57,"Filler","F31_W_obstinacy_A_70","F31_W_obstinacy_A_70","Added",7
"TIMETIME.026","PR",1,2,"NW","Word",58,"Nasal","E06N_W_astronomer_W_R_70","E06N_W_astronomer_W_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",59,"Nasal","E30N_W_vindictiveness_NW_R_70","E30N_W_vindictiveness_NW_R_70","Replaced",8
"TIMETIME.026","PR",1,2,"NW","Word",60,"Nasal","E26N_W_receptionist_W_A_70","E26N_W_receptionist_W_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",1,"Liquid","E28L_NW_stroppuvvery_W_A_70","E28L_NW_stroppuvvery_W_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",2,"Liquid","E12L_NW_hotriculum_NW_A_70","E12L_NW_hotriculum_NW_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",3,"Nasal","E03N_NW_ishimpniment_W_A_70","E03N_NW_ishimpniment_W_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",4,"Nasal","E12N_NW_sikwellupment_W_R_70","E12N_NW_sikwellupment_W_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",5,"Filler","F28_NW_magnippennust_A_70","F28_NW_magnippennust_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",6,"Nasal","E21N_NW_sinfightenment_W_A_70","E21N_NW_sinfightenment_W_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",7,"Filler","F08_NW_byelemmuddizzan_R_70","F08_NW_byelemmuddizzan_70","Replaced",4
"TIMETIME.026","PR",2,2,"NW","Nonword",8,"Nasal","E09N_NW_hakzenshunnel_NW_R_70","E09N_NW_hakzenshunnel_NW_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",9,"Filler","F24_NW_inarkaddussess_A_70","F24_NW_inarkaddussess_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",10,"Liquid","E10L_NW_bupwiderate_NW_A_70","E10L_NW_bupwiderate_NW_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",11,"Filler","F35_NW_skulldassipye_A_70","F35_NW_skulldassipye_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",12,"Liquid","E19L_NW_ossiterate_W_A_70","E19L_NW_ossiterate_W_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",13,"Nasal","E24N_NW_stantogamy_W_A_70","E24N_NW_stantogamy_W_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",14,"Liquid","E01L_NW_vabbellerate_W_A_70","E01L_NW_vabbellerate_W_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",15,"Liquid","E01L_NW_vabbellerate_W_R_70","E01L_NW_vabbellerate_W_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",16,"Nasal","E18N_NW_voplortational_NW_R_70","E18N_NW_voplortational_NW_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",17,"Filler","F40_NW_unemsarlint_A_70","F40_NW_unemsarlint_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",18,"Liquid","E12L_NW_hotriculum_NW_R_70","E12L_NW_hotriculum_NW_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",19,"Filler","F24_NW_inarkaddussess_R_70","F24_NW_inarkaddussess_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",20,"Nasal","E06N_NW_yiplonomer_W_R_70","E06N_NW_yiplonomer_W_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",21,"Nasal","E30N_NW_kwamsholtiveness_NW_A_70","E30N_NW_kwamsholtiveness_NW_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",22,"Nasal","E24N_NW_stantogamy_W_R_70","E24N_NW_stantogamy_W_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",23,"Filler","F20_NW_extrottaparta_R_70","F20_NW_extrottaparta_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",24,"Liquid","E07L_NW_yabokulars_W_A_70","E07L_NW_yabokulars_W_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",25,"Liquid","E25L_NW_jottekular_W_R_70","E25L_NW_jottekular_W_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",26,"Liquid","E04L_NW_twestokalips_NW_A_70","E04L_NW_twestokalips_NW_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",27,"Nasal","E26N_NW_rudipshunnist_W_R_70","E26N_NW_rudipshunnist_W_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",28,"Nasal","E12N_NW_sikwellupment_W_A_70","E12N_NW_sikwellupment_W_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",29,"Nasal","E18N_NW_voplortational_NW_A_70","E18N_NW_voplortational_NW_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",30,"Liquid","E28L_NW_stroppuvvery_W_R_70","E28L_NW_stroppuvvery_W_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",31,"Filler","F20_NW_extrottaparta_A_70","F20_NW_extrottaparta_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",32,"Liquid","E07L_NW_yabokulars_W_R_70","E07L_NW_yabokulars_W_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",33,"Filler","F12_NW_cunfizzunut_A_70","F12_NW_cunfizzunut_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",34,"Nasal","E15N_NW_pashigumment_NW_R_70","E15N_NW_pashigumment_NW_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",35,"Liquid","E16L_NW_mestivalent_W_R_70","E16L_NW_mestivalent_W_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",36,"Filler","F28_NW_magnippennust_R_70","F28_NW_magnippennust_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",37,"Nasal","E06N_NW_yiplonomer_W_A_70","E06N_NW_yiplonomer_W_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",38,"Liquid","E25L_NW_jottekular_W_A_70","E25L_NW_jottekular_W_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",39,"Nasal","E30N_NW_kwamsholtiveness_NW_R_70","E30N_NW_kwamsholtiveness_NW_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",40,"Nasal","E21N_NW_sinfightenment_W_R_70","E21N_NW_sinfightenment_W_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",41,"Filler","F12_NW_cunfizzunut_R_70","F12_NW_cunfizzunut_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",42,"Nasal","E09N_NW_hakzenshunnel_NW_A_70","E09N_NW_hakzenshunnel_NW_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",43,"Nasal","E03N_NW_ishimpniment_W_R_70","E03N_NW_ishimpniment_W_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",44,"Liquid","E10L_NW_bupwiderate_NW_R_70","E10L_NW_bupwiderate_NW_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",45,"Filler","F31_NW_obstilunzoo_A_70","F31_NW_obstilunzoo_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",46,"Filler","F04_NW_appraggisstent_R_70","F04_NW_appraggisstent_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",47,"Filler","F16_NW_domupsezzuppee_R_70","F16_NW_domupsezzuppee_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",48,"Nasal","E15N_NW_pashigumment_NW_A_70","E15N_NW_pashigumment_NW_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",49,"Filler","F16_NW_domupsezzuppee_A_70","F16_NW_domupsezzuppee_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",50,"Liquid","E22L_NW_kwatobilise_W_A_70","E22L_NW_kwatobilise_W_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",51,"Liquid","E16L_NW_mestivalent_W_A_70","E16L_NW_mestivalent_W_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",52,"Filler","F35_NW_skulldassipye_R_70","F35_NW_skulldassipye_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",53,"Nasal","E26N_NW_rudipshunnist_W_A_70","E26N_NW_rudipshunnist_W_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",54,"Liquid","E22L_NW_kwatobilise_W_R_70","E22L_NW_kwatobilise_W_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",55,"Filler","F31_NW_obstilunzoo_R_70","F31_NW_obstilunzoo_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",56,"Filler","F40_NW_unemsarlint_R_70","F40_NW_unemsarlint_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",57,"Liquid","E19L_NW_ossiterate_W_R_70","E19L_NW_ossiterate_W_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",58,"Liquid","E04L_NW_twestokalips_NW_R_70","E04L_NW_twestokalips_NW_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Nonword",59,"Filler","F04_NW_appraggisstent_A_70","F04_NW_appraggisstent_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Nonword",60,"Filler","F08_NW_byelemmuddizzan_A_70","F08_NW_byelemmuddizzan_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",1,"Filler","F31_W_obstinacy_A_70","F31_W_obstinacy_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",2,"Filler","F12_W_confederate_A_70","F12_W_confederate_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",3,"Filler","F04_W_apprenticeship_A_70","F04_W_apprenticeship_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",4,"Nasal","E03N_W_accompaniment_W_A_70","E03N_W_accompaniment_W_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",5,"Nasal","E12N_W_development_W_A_70","E12N_W_development_W_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",6,"Filler","F16_W_domesticity_A_70","F16_W_domesticity_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",7,"Filler","F28_W_magnificent_A_70","F28_W_magnificent_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",8,"Filler","F28_W_magnificent_R_70","F28_W_magnificent_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",9,"Nasal","E18N_W_educational_NW_R_70","E18N_W_educational_NW_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",10,"Nasal","E24N_W_monogamy_W_R_70","E24N_W_monogamy_W_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",11,"Liquid","E07L_W_binoculars_W_A_70","E07L_W_binoculars_W_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",12,"Filler","F40_W_unemployment_R_70","F40_W_unemployment_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",13,"Liquid","E12L_W_curriculum_NW_A_70","E12L_W_curriculum_NW_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",14,"Nasal","E15N_W_disfigurement_NW_A_70","E15N_W_disfigurement_NW_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",15,"Liquid","E28L_W_recovery_W_A_70","E28L_W_recovery_W_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",16,"Liquid","E19L_W_illiterate_W_R_70","E19L_W_illiterate_W_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",17,"Filler","F20_W_extravaganza_R_70","F20_W_extravaganza_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",18,"Nasal","E09N_W_conventional_NW_A_70","E09N_W_conventional_NW_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",19,"Liquid","E10L_W_considerate_NW_A_70","E10L_W_considerate_NW_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",20,"Nasal","E06N_W_astronomer_W_A_70","E06N_W_astronomer_W_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",21,"Nasal","E30N_W_vindictiveness_NW_A_70","E30N_W_vindictiveness_NW_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",22,"Liquid","E22L_W_immobilise_W_A_70","E22L_W_immobilise_W_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",23,"Filler","F24_W_inarticulate_A_70","F24_W_inarticulate_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",24,"Liquid","E25L_W_molecular_W_R_70","E25L_W_molecular_W_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",25,"Nasal","E03N_W_accompaniment_W_R_70","E03N_W_accompaniment_W_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",26,"Nasal","E18N_W_educational_NW_A_70","E18N_W_educational_NW_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",27,"Nasal","E26N_W_receptionist_W_R_70","E26N_W_receptionist_W_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",28,"Nasal","E26N_W_receptionist_W_A_70","E26N_W_receptionist_W_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",29,"Liquid","E16L_W_equivalent_W_R_70","E16L_W_equivalent_W_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",30,"Nasal","E24N_W_monogamy_W_A_70","E24N_W_monogamy_W_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",31,"Nasal","E12N_W_development_W_R_70","E12N_W_development_W_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",32,"Liquid","E04L_W_apocalypse_NW_A_70","E04L_W_apocalypse_NW_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",33,"Liquid","E07L_W_binoculars_W_R_70","E07L_W_binoculars_W_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",34,"Filler","F08_W_bilingualism_A_70","F08_W_bilingualism_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",35,"Liquid","E01L_W_accelerate_W_R_70","E01L_W_accelerate_W_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",36,"Filler","F20_W_extravaganza_A_70","F20_W_extravaganza_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",37,"Filler","F40_W_unemployment_A_70","F40_W_unemployment_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",38,"Liquid","E25L_W_molecular_W_A_70","E25L_W_molecular_W_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",39,"Liquid","E04L_W_apocalypse_NW_R_70","E04L_W_apocalypse_NW_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",40,"Filler","F35_W_skullduggery_A_70","F35_W_skullduggery_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",41,"Nasal","E15N_W_disfigurement_NW_R_70","E15N_W_disfigurement_NW_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",42,"Filler","F35_W_skullduggery_R_70","F35_W_skullduggery_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",43,"Liquid","E12L_W_curriculum_NW_R_70","E12L_W_curriculum_NW_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",44,"Liquid","E22L_W_immobilise_W_R_70","E22L_W_immobilise_W_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",45,"Liquid","E10L_W_considerate_NW_R_70","E10L_W_considerate_NW_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",46,"Liquid","E28L_W_recovery_W_R_70","E28L_W_recovery_W_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",47,"Filler","F04_W_apprenticeship_R_70","F04_W_apprenticeship_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",48,"Filler","F24_W_inarticulate_R_70","F24_W_inarticulate_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",49,"Nasal","E21N_W_enlightenment_W_R_70","E21N_W_enlightenment_W_R_70","Replaced",7
"TIMETIME.026","PR",2,2,"NW","Word",50,"Nasal","E06N_W_astronomer_W_R_70","E06N_W_astronomer_W_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",51,"Filler","F08_W_bilingualism_R_70","F08_W_bilingualism_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",52,"Liquid","E01L_W_accelerate_W_A_70","E01L_W_accelerate_W_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",53,"Filler","F16_W_domesticity_R_70","F16_W_domesticity_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",54,"Nasal","E30N_W_vindictiveness_NW_R_70","E30N_W_vindictiveness_NW_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",55,"Filler","F31_W_obstinacy_R_70","F31_W_obstinacy_R_70","Replaced",7
"TIMETIME.026","PR",2,2,"NW","Word",56,"Filler","F12_W_confederate_R_70","F12_W_confederate_R_70","Replaced",8
"TIMETIME.026","PR",2,2,"NW","Word",57,"Liquid","E19L_W_illiterate_W_A_70","E19L_W_illiterate_W_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",58,"Nasal","E21N_W_enlightenment_W_A_70","E21N_W_enlightenment_W_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",59,"Liquid","E16L_W_equivalent_W_A_70","E16L_W_equivalent_W_A_70","Added",8
"TIMETIME.026","PR",2,2,"NW","Word",60,"Nasal","E09N_W_conventional_NW_R_70","E09N_W_conventional_NW_R_70","Replaced",8
"TIMETIME.027","PR",1,2,"NW","Nonword",1,"Nasal","E18N_NW_voplortational_NW_A_70","E18N_NW_voplortational_NW_70","Added",8
"TIMETIME.027","PR",1,2,"NW","Nonword",2,"Filler","F35_NW_skulldassipye_A_70","F35_NW_skulldassipye_70","Added",8
"TIMETIME.027","PR",1,2,"NW","Nonword",3,"Liquid","E16L_NW_mestivalent_W_A_70","E16L_NW_mestivalent_W_70","Added",8
"TIMETIME.027","PR",1,2,"NW","Nonword",4,"Filler","F40_NW_unemsarlint_A_70","F40_NW_unemsarlint_70","Added",8
"TIMETIME.027","PR",1,2,"NW","Nonword",5,"Liquid","E07L_NW_yabokulars_W_R_70","E07L_NW_yabokulars_W_70","Replaced",7
"TIMETIME.027","PR",1,2,"NW","Nonword",6,"Nasal","E18N_NW_voplortational_NW_R_70","E18N_NW_voplortational_NW_70","Replaced",8
"TIMETIME.027","PR",1,2,"NW","Nonword",7,"Filler","F12_NW_cunfizzunut_A_70","F12_NW_cunfizzunut_70","Added",8
"TIMETIME.027","PR",1,2,"NW","Nonword",8,"Nasal","E30N_NW_kwamsholtiveness_NW_A_70","E30N_NW_kwamsholtiveness_NW_70","Added",8
"TIMETIME.027","PR",1,2,"NW","Nonword",9,"Filler","F12_NW_cunfizzunut_R_70","F12_NW_cunfizzunut_70","Replaced",8
"TIMETIME.027","PR",1,2,"NW","Nonword",10,"Filler","F20_NW_extrottaparta_A_70","F20_NW_extrottaparta_70","Added",7
"TIMETIME.027","PR",1,2,"NW","Nonword",11,"Filler","F40_NW_unemsarlint_R_70","F40_NW_unemsarlint_70","Replaced",7
"TIMETIME.027","PR",1,2,"NW","Nonword",12,"Liquid","E01L_NW_vabbellerate_W_R_70","E01L_NW_vabbellerate_W_70","Replaced",8
"TIMETIME.027","PR",1,2,"NW","Nonword",13,"Nasal","E30N_NW_kwamsholtiveness_NW_R_70","E30N_NW_kwamsholtiveness_NW_70","Replaced",8
